subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,age,gender,tallies,duration_s
"6",Yandex Browser,23.7.1.1140,1536,864,Windows,ru,2023-08-16_14:00:16,2023-08-16_17:00:16,2023-08-15_14:13:36,66b9810af6910b723ecd73fcdeda02e90268f1d2,TYTTKD-02,https://www.testable.org/experiment/2286/159771/start?participant=M003250&batch_id=TYTTKD-02,"29",man,"day : 13; ",1600.738

rowNo,subjectGroup,randomBlock,type,stim1,stimFormat,head,button1,button2,button3,pageBreak,required,if,then,feedback,responseType,responseRows,responseOptions,myGenderSubjectGroup,myFaceGender,myValence,myPlaceName,mySet,myAssignmentCondition,myHighTypeFreqAction,myLowTypeFreqAction,mySingletonAction,myPhase,myQueriedAction,myQueriedActionStatus,tallies,timestamp,response,RT,responseCode
"5","","",test,What is the name of the person whose travel journal you are about to read?,word,"",Moses,Noah,Fred,"1","1",!2,end,"1: This is not correct, the experiment will end now.;2: This is correct.; 3: This is not correct, the experiment will end now.","","","","","","","","","","","","",attentionTest,"","","day : 0; ",70747,"2",3253,""
"351",nsg:6,"58",form,"","",<h1>Noah in Elder</h1>,"","","","1","1","","","",radio,How likely are people in Elder to <b>pantomime?</b>;Would <i><b>people in Elder</b></i> consider it morally acceptable to <b>pantomime?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pantomime?</b>,Not at all;Not really;Somewhat;Very Much so,"2",female,neutral,Elder,"2","2",Pantomime,workBike,dressedMascot,experiment,Pantomime,highTypeFreq,"day : 13; ",165265,Very Much so_Very Much so_Very Much so,22642,4_4_4
"273",nsg:6,"45",form,"","",<h1>Noah in Caco</h1>,"","","","1","1","","","",radio,How likely are people in Caco to <b>do kurafi?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>,Not at all;Not really;Somewhat;Very Much so,"2",female,neutral,Caco,"1","1",doingAcrobatics,walkingCat,runCars,experiment,doingAcrobatics,highTypeFreq,"day : 13; ",627286,Very Much so_Very Much so_Very Much so,2870,4_4_4
"274",nsg:6,"45",form,"","",<h1>Noah in Caco</h1>,"","","","1","1","","","",radio,How likely are people in Caco to <b>walk their pet cats on the street?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>,Not at all;Not really;Somewhat;Very Much so,"2",female,neutral,Caco,"1","1",doingAcrobatics,walkingCat,runCars,experiment,walkingCat,lowTypeFreq,"day : 13; ",631063,Very Much so_Very Much so_Very Much so,3268,4_4_4
"275",nsg:6,"45",form,"","",<h1>Noah in Caco</h1>,"","","","1","1","","","",radio,How likely are people in Caco to <b>run alongside cars?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>,Not at all;Not really;Somewhat;Very Much so,"2",female,neutral,Caco,"1","1",doingAcrobatics,walkingCat,runCars,experiment,runCars,single,"day : 13; ",674829,Not really_Very Much so_Very Much so,43258,2_4_4
"417",nsg:6,"69",form,"","",<h1>Noah in Aserad</h1>,"","","","1","1","","","",radio,How likely are people in Aserad to <b>run alongside cars?</b>;Would <i><b>people in Aserad</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>,Not at all;Not really;Somewhat;Very Much so,"2",female,neutral,Aserad,"1","3",runCars,doingAcrobatics,walkingCat,experiment,runCars,highTypeFreq,"day : 13; ",757363,Very Much so_Very Much so_Very Much so,3273,4_4_4
"418",nsg:6,"69",form,"","",<h1>Noah in Aserad</h1>,"","","","1","1","","","",radio,How likely are people in Aserad to <b>do kurafi?</b>;Would <i><b>people in Aserad</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>,Not at all;Not really;Somewhat;Very Much so,"2",female,neutral,Aserad,"1","3",runCars,doingAcrobatics,walkingCat,experiment,doingAcrobatics,lowTypeFreq,"day : 13; ",760064,Very Much so_Very Much so_Very Much so,2193,4_4_4
"419",nsg:6,"69",form,"","",<h1>Noah in Aserad</h1>,"","","","1","1","","","",radio,How likely are people in Aserad to <b>walk their pet cats on the street?</b>;Would <i><b>people in Aserad</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>,Not at all;Not really;Somewhat;Very Much so,"2",female,neutral,Aserad,"1","3",runCars,doingAcrobatics,walkingCat,experiment,walkingCat,single,"day : 13; ",765236,Not really_Very Much so_Very Much so,4664,2_4_4
"357",nsg:6,"59",form,"","",<h1>Noah in Ozmendir</h1>,"","","","1","1","","","",radio,How likely are people in Ozmendir to <b>eat raw broccoli?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Ozmendir,"3","2",eatingBroccoli,drinkWine,barefootPark,experiment,eatingBroccoli,highTypeFreq,"day : 13; ",854593,Very Much so_Very Much so_Very Much so,15907,4_4_4
"358",nsg:6,"59",form,"","",<h1>Noah in Ozmendir</h1>,"","","","1","1","","","",radio,How likely are people in Ozmendir to <b>drink wine?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>drink wine?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>drink wine?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Ozmendir,"3","2",eatingBroccoli,drinkWine,barefootPark,experiment,drinkWine,lowTypeFreq,"day : 13; ",858239,Very Much so_Very Much so_Very Much so,3138,4_4_4
"359",nsg:6,"59",form,"","",<h1>Noah in Ozmendir</h1>,"","","","1","1","","","",radio,How likely are people in Ozmendir to <b>walk barefoot on the street?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Ozmendir,"3","2",eatingBroccoli,drinkWine,barefootPark,experiment,barefootPark,single,"day : 13; ",892936,Not really_Very Much so_Very Much so,34189,2_4_4
"291",nsg:6,"48",form,"","",<h1>Noah in Pirsea</h1>,"","","","1","1","","","",radio,How likely are people in Pirsea to <b>pick their nose?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Pirsea,"4","1",pickingNose,walkSwimsuit,wearSunglasses,experiment,pickingNose,highTypeFreq,"day : 13; ",985761,Very Much so_Very Much so_Not at all,10561,4_4_1
"292",nsg:6,"48",form,"","",<h1>Noah in Pirsea</h1>,"","","","1","1","","","",radio,How likely are people in Pirsea to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Pirsea,"4","1",pickingNose,walkSwimsuit,wearSunglasses,experiment,walkSwimsuit,lowTypeFreq,"day : 13; ",991147,Very Much so_Very Much so_Not at all,4877,4_4_1
"293",nsg:6,"48",form,"","",<h1>Noah in Pirsea</h1>,"","","","1","1","","","",radio,How likely are people in Pirsea to <b>wear sunglasses?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Pirsea,"4","1",pickingNose,walkSwimsuit,wearSunglasses,experiment,wearSunglasses,single,"day : 13; ",1026694,Not really_Very Much so_Very Much so,35038,2_4_4
"285",nsg:6,"47",form,"","",<h1>Noah in Phando</h1>,"","","","1","1","","","",radio,How likely are people in Phando to <b>walk barefoot on the street?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Phando,"3","1",barefootPark,eatingBroccoli,drinkWine,experiment,barefootPark,highTypeFreq,"day : 13; ",1110773,Very Much so_Very Much so_Not at all,5042,4_4_1
"286",nsg:6,"47",form,"","",<h1>Noah in Phando</h1>,"","","","1","1","","","",radio,How likely are people in Phando to <b>eat raw broccoli?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Phando,"3","1",barefootPark,eatingBroccoli,drinkWine,experiment,eatingBroccoli,lowTypeFreq,"day : 13; ",1113520,Very Much so_Very Much so_Very Much so,2236,4_4_4
"287",nsg:6,"47",form,"","",<h1>Noah in Phando</h1>,"","","","1","1","","","",radio,How likely are people in Phando to <b>drink wine?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>drink wine?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>drink wine?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Phando,"3","1",barefootPark,eatingBroccoli,drinkWine,experiment,drinkWine,single,"day : 13; ",1152584,Not really_Very Much so_Very Much so,38556,2_4_4
"363",nsg:6,"60",form,"","",<h1>Noah in Krark</h1>,"","","","1","1","","","",radio,How likely are people in Krark to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Krark,"4","2",walkSwimsuit,wearSunglasses,pickingNose,experiment,walkSwimsuit,highTypeFreq,"day : 13; ",1241038,Very Much so_Very Much so_Not at all,3409,4_4_1
"364",nsg:6,"60",form,"","",<h1>Noah in Krark</h1>,"","","","1","1","","","",radio,How likely are people in Krark to <b>wear sunglasses?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Krark,"4","2",walkSwimsuit,wearSunglasses,pickingNose,experiment,wearSunglasses,lowTypeFreq,"day : 13; ",1245739,Very Much so_Very Much so_Very Much so,4194,4_4_4
"365",nsg:6,"60",form,"","",<h1>Noah in Krark</h1>,"","","","1","1","","","",radio,How likely are people in Krark to <b>pick their nose?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Krark,"4","2",walkSwimsuit,wearSunglasses,pickingNose,experiment,pickingNose,single,"day : 13; ",1291460,Not really_Not really_Not at all,45212,2_2_1
"435",nsg:6,"72",form,"","",<h1>Noah in Qrita</h1>,"","","","1","1","","","",radio,How likely are people in Qrita to <b>wear sunglasses?</b>;Would <i><b>people in Qrita</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Qrita,"4","3",wearSunglasses,pickingNose,walkSwimsuit,experiment,wearSunglasses,highTypeFreq,"day : 13; ",1365480,Very Much so_Very Much so_Very Much so,3519,4_4_4
"436",nsg:6,"72",form,"","",<h1>Noah in Qrita</h1>,"","","","1","1","","","",radio,How likely are people in Qrita to <b>pick their nose?</b>;Would <i><b>people in Qrita</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Qrita,"4","3",wearSunglasses,pickingNose,walkSwimsuit,experiment,pickingNose,lowTypeFreq,"day : 13; ",1372369,Very Much so_Very Much so_Not at all,6382,4_4_1
"437",nsg:6,"72",form,"","",<h1>Noah in Qrita</h1>,"","","","1","1","","","",radio,How likely are people in Qrita to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Qrita</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Qrita,"4","3",wearSunglasses,pickingNose,walkSwimsuit,experiment,walkSwimsuit,single,"day : 13; ",1417829,Not really_Not really_Not at all,44951,2_2_1
"429",nsg:6,"71",form,"","",<h1>Noah in Kurk</h1>,"","","","1","1","","","",radio,How likely are people in Kurk to <b>drink wine?</b>;Would <i><b>people in Kurk</b></i> consider it morally acceptable to <b>drink wine?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>drink wine?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Kurk,"3","3",drinkWine,barefootPark,eatingBroccoli,experiment,drinkWine,highTypeFreq,"day : 13; ",1509356,Very Much so_Very Much so_Very Much so,15216,4_4_4
"430",nsg:6,"71",form,"","",<h1>Noah in Kurk</h1>,"","","","1","1","","","",radio,How likely are people in Kurk to <b>walk barefoot on the street?</b>;Would <i><b>people in Kurk</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Kurk,"3","3",drinkWine,barefootPark,eatingBroccoli,experiment,barefootPark,lowTypeFreq,"day : 13; ",1512584,Very Much so_Very Much so_Not at all,2718,4_4_1
"431",nsg:6,"71",form,"","",<h1>Noah in Kurk</h1>,"","","","1","1","","","",radio,How likely are people in Kurk to <b>eat raw broccoli?</b>;Would <i><b>people in Kurk</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>,Not at all;Not really;Somewhat;Very Much so,"2",male,neutral,Kurk,"3","3",drinkWine,barefootPark,eatingBroccoli,experiment,eatingBroccoli,single,"day : 13; ",1556915,Not really_Very Much so_Very Much so,43823,2_4_4
