subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,age,gender,tallies,duration_s
"5",Chrome,115.0.0.0,1181,664,UNIX,en-GB,2023-08-16_14:05:30,2023-08-16_16:05:30,2023-08-15_14:13:36,cac6f442d2268ececb7b175648c0f689748d3dfb,TYTTKD-02,https://www.testable.org/experiment/2286/159771/start?participant=M791513&batch_id=TYTTKD-02,"29",woman,"day : 13; ",2730.726

rowNo,subjectGroup,randomBlock,type,stim1,stimFormat,head,button1,button2,button3,pageBreak,required,if,then,feedback,responseType,responseRows,responseOptions,myGenderSubjectGroup,myFaceGender,myValence,myPlaceName,mySet,myAssignmentCondition,myHighTypeFreqAction,myLowTypeFreqAction,mySingletonAction,myPhase,myQueriedAction,myQueriedActionStatus,tallies,timestamp,response,RT,responseCode
"5","","",test,What is the name of the person whose travel journal you are about to read?,word,"",Moses,Noah,Fred,"1","1",!2,end,"1: This is not correct, the experiment will end now.;2: This is correct.; 3: This is not correct, the experiment will end now.","","","","","","","","","","","","",attentionTest,"","","day : 0; ",1265516,"2",4204,""
"207",nsg:5,"34",form,"","",<h1>Noah in Yooley</h1>,"","","","1","1","","","",radio,How likely are people in Yooley to <b>bike to work?</b>;Would <i><b>people in Yooley</b></i> consider it morally acceptable to <b>bike to work?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>bike to work?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,neutral,Yooley,"2","3",workBike,dressedMascot,Pantomime,experiment,workBike,highTypeFreq,"day : 13; ",1392076,Somewhat_Very Much so_Very Much so,45783,3_4_4
"215",nsg:5,"35",form,"","",<h1>Noah in Kurk</h1>,"","","","1","1","","","",radio,How likely are people in Kurk to <b>eat raw broccoli?</b>;Would <i><b>people in Kurk</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Kurk,"3","3",drinkWine,barefootPark,eatingBroccoli,experiment,eatingBroccoli,single,"day : 13; ",1845025,Very Much so_Very Much so_Very Much so,6462,4_4_4
"57",nsg:5,"9",form,"","",<h1>Noah in Caco</h1>,"","","","1","1","","","",radio,How likely are people in Caco to <b>do kurafi?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,neutral,Caco,"1","1",doingAcrobatics,walkingCat,runCars,experiment,doingAcrobatics,highTypeFreq,"day : 13; ",1953979,Not at all_Not at all_Not at all,38497,1_1_1
"58",nsg:5,"9",form,"","",<h1>Noah in Caco</h1>,"","","","1","1","","","",radio,How likely are people in Caco to <b>walk their pet cats on the street?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,neutral,Caco,"1","1",doingAcrobatics,walkingCat,runCars,experiment,walkingCat,lowTypeFreq,"day : 13; ",1965791,Very Much so_Very Much so_Very Much so,11284,4_4_4
"59",nsg:5,"9",form,"","",<h1>Noah in Caco</h1>,"","","","1","1","","","",radio,How likely are people in Caco to <b>run alongside cars?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,neutral,Caco,"1","1",doingAcrobatics,walkingCat,runCars,experiment,runCars,single,"day : 13; ",1977861,Not at all_Not at all_Not at all,11547,1_1_1
"135",nsg:5,"22",form,"","",<h1>Noah in Elder</h1>,"","","","1","1","","","",radio,How likely are people in Elder to <b>pantomime?</b>;Would <i><b>people in Elder</b></i> consider it morally acceptable to <b>pantomime?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pantomime?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,neutral,Elder,"2","2",Pantomime,workBike,dressedMascot,experiment,Pantomime,highTypeFreq,"day : 13; ",2063548,Very Much so_Somewhat_Very Much so,15242,4_3_4
"136",nsg:5,"22",form,"","",<h1>Noah in Elder</h1>,"","","","1","1","","","",radio,How likely are people in Elder to <b>bike to work?</b>;Would <i><b>people in Elder</b></i> consider it morally acceptable to <b>bike to work?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>bike to work?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,neutral,Elder,"2","2",Pantomime,workBike,dressedMascot,experiment,workBike,lowTypeFreq,"day : 13; ",2075450,Very Much so_Very Much so_Very Much so,11381,4_4_4
"137",nsg:5,"22",form,"","",<h1>Noah in Elder</h1>,"","","","1","1","","","",radio,How likely are people in Elder to <b>dress as a mascot?</b>;Would <i><b>people in Elder</b></i> consider it morally acceptable to <b>dress as a mascot?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>dress as a mascot?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,neutral,Elder,"2","2",Pantomime,workBike,dressedMascot,experiment,dressedMascot,single,"day : 13; ",2093657,Somewhat_Not really_Somewhat,17680,3_2_3
"129",nsg:5,"21",form,"","",<h1>Noah in Slesa</h1>,"","","","1","1","","","",radio,How likely are people in Slesa to <b>walk their pet cats on the street?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,neutral,Slesa,"1","2",walkingCat,runCars,doingAcrobatics,experiment,walkingCat,highTypeFreq,"day : 13; ",2175479,Very Much so_Very Much so_Very Much so,11373,4_4_4
"130",nsg:5,"21",form,"","",<h1>Noah in Slesa</h1>,"","","","1","1","","","",radio,How likely are people in Slesa to <b>run alongside cars?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,neutral,Slesa,"1","2",walkingCat,runCars,doingAcrobatics,experiment,runCars,lowTypeFreq,"day : 13; ",2182851,Not at all_Not at all_Not at all,6845,1_1_1
"131",nsg:5,"21",form,"","",<h1>Noah in Slesa</h1>,"","","","1","1","","","",radio,How likely are people in Slesa to <b>do kurafi?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,neutral,Slesa,"1","2",walkingCat,runCars,doingAcrobatics,experiment,doingAcrobatics,single,"day : 13; ",2189631,Not at all_Not at all_Not at all,6258,1_1_1
"219",nsg:5,"36",form,"","",<h1>Noah in Qrita</h1>,"","","","1","1","","","",radio,How likely are people in Qrita to <b>wear sunglasses?</b>;Would <i><b>people in Qrita</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Qrita,"4","3",wearSunglasses,pickingNose,walkSwimsuit,experiment,wearSunglasses,highTypeFreq,"day : 13; ",2270058,Very Much so_Very Much so_Very Much so,9985,4_4_4
"220",nsg:5,"36",form,"","",<h1>Noah in Qrita</h1>,"","","","1","1","","","",radio,How likely are people in Qrita to <b>pick their nose?</b>;Would <i><b>people in Qrita</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Qrita,"4","3",wearSunglasses,pickingNose,walkSwimsuit,experiment,pickingNose,lowTypeFreq,"day : 13; ",2277630,Not at all_Not at all_Not at all,7047,1_1_1
"221",nsg:5,"36",form,"","",<h1>Noah in Qrita</h1>,"","","","1","1","","","",radio,How likely are people in Qrita to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Qrita</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Qrita,"4","3",wearSunglasses,pickingNose,walkSwimsuit,experiment,walkSwimsuit,single,"day : 13; ",2290292,Not really_Not at all_Not at all,12140,2_1_1
"69",nsg:5,"11",form,"","",<h1>Noah in Phando</h1>,"","","","1","1","","","",radio,How likely are people in Phando to <b>walk barefoot on the street?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Phando,"3","1",barefootPark,eatingBroccoli,drinkWine,experiment,barefootPark,highTypeFreq,"day : 13; ",2369625,Very Much so_Very Much so_Very Much so,8872,4_4_4
"70",nsg:5,"11",form,"","",<h1>Noah in Phando</h1>,"","","","1","1","","","",radio,How likely are people in Phando to <b>eat raw broccoli?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Phando,"3","1",barefootPark,eatingBroccoli,drinkWine,experiment,eatingBroccoli,lowTypeFreq,"day : 13; ",2377048,Very Much so_Very Much so_Very Much so,6903,4_4_4
"71",nsg:5,"11",form,"","",<h1>Noah in Phando</h1>,"","","","1","1","","","",radio,How likely are people in Phando to <b>drink wine?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>drink wine?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>drink wine?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Phando,"3","1",barefootPark,eatingBroccoli,drinkWine,experiment,drinkWine,single,"day : 13; ",2383800,Very Much so_Very Much so_Very Much so,6231,4_4_4
"75",nsg:5,"12",form,"","",<h1>Noah in Pirsea</h1>,"","","","1","1","","","",radio,How likely are people in Pirsea to <b>pick their nose?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Pirsea,"4","1",pickingNose,walkSwimsuit,wearSunglasses,experiment,pickingNose,highTypeFreq,"day : 13; ",2470481,Very Much so_Not at all_Not at all,16222,4_1_1
"76",nsg:5,"12",form,"","",<h1>Noah in Pirsea</h1>,"","","","1","1","","","",radio,How likely are people in Pirsea to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Pirsea,"4","1",pickingNose,walkSwimsuit,wearSunglasses,experiment,walkSwimsuit,lowTypeFreq,"day : 13; ",2479879,Somewhat_Not at all_Not at all,8875,3_1_1
"77",nsg:5,"12",form,"","",<h1>Noah in Pirsea</h1>,"","","","1","1","","","",radio,How likely are people in Pirsea to <b>wear sunglasses?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Pirsea,"4","1",pickingNose,walkSwimsuit,wearSunglasses,experiment,wearSunglasses,single,"day : 13; ",2487301,Very Much so_Very Much so_Very Much so,6898,4_4_4
"141",nsg:5,"23",form,"","",<h1>Noah in Ozmendir</h1>,"","","","1","1","","","",radio,How likely are people in Ozmendir to <b>eat raw broccoli?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Ozmendir,"3","2",eatingBroccoli,drinkWine,barefootPark,experiment,eatingBroccoli,highTypeFreq,"day : 13; ",2570545,Very Much so_Very Much so_Very Much so,12792,4_4_4
"142",nsg:5,"23",form,"","",<h1>Noah in Ozmendir</h1>,"","","","1","1","","","",radio,How likely are people in Ozmendir to <b>drink wine?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>drink wine?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>drink wine?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Ozmendir,"3","2",eatingBroccoli,drinkWine,barefootPark,experiment,drinkWine,lowTypeFreq,"day : 13; ",2579433,Very Much so_Very Much so_Very Much so,8375,4_4_4
"143",nsg:5,"23",form,"","",<h1>Noah in Ozmendir</h1>,"","","","1","1","","","",radio,How likely are people in Ozmendir to <b>walk barefoot on the street?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Ozmendir,"3","2",eatingBroccoli,drinkWine,barefootPark,experiment,barefootPark,single,"day : 13; ",2589078,Very Much so_Very Much so_Very Much so,9118,4_4_4
"147",nsg:5,"24",form,"","",<h1>Noah in Krark</h1>,"","","","1","1","","","",radio,How likely are people in Krark to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Krark,"4","2",walkSwimsuit,wearSunglasses,pickingNose,experiment,walkSwimsuit,highTypeFreq,"day : 13; ",2676121,Very Much so_Not at all_Not at all,16599,4_1_1
"148",nsg:5,"24",form,"","",<h1>Noah in Krark</h1>,"","","","1","1","","","",radio,How likely are people in Krark to <b>wear sunglasses?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Krark,"4","2",walkSwimsuit,wearSunglasses,pickingNose,experiment,wearSunglasses,lowTypeFreq,"day : 13; ",2704299,Very Much so_Very Much so_Very Much so,27656,4_4_4
"149",nsg:5,"24",form,"","",<h1>Noah in Krark</h1>,"","","","1","1","","","",radio,How likely are people in Krark to <b>pick their nose?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,neutral,Krark,"4","2",walkSwimsuit,wearSunglasses,pickingNose,experiment,pickingNose,single,"day : 13; ",2717775,Very Much so_Somewhat_Somewhat,12951,4_3_3
