subjectGroup,GMT_timestamp,local_timestamp,trial_file_version,link,age,gender,tallies,duration_s
5,2022-12-21_18:25:48,2022-12-21_18:25:48,2022-12-21_12:02:10,https://www.testable.org/experiment/2286/994749/start?sona_id=2d7952126c79b6fa60d9d8011427139fd51d0432,18,man,"day : 13; ",1259.67
rowNo,subjectGroup,randomBlock,type,stim1,stimFormat,head,body,button1,button2,button3,pageBreak,required,if,then,feedback,responseType,responseRows,responseOptions,myGenderSubjectGroup,myFaceGender,myValence,myPlaceName,mySet,myAssignmentCondition,myHighTypeFreqAction,myLowTypeFreqAction,mySingletonAction,myPhase,myQueriedAction,myQueriedActionStatus,mySD3subScale,mySD3itemID,mySD3reversed,tallies,timestamp,response,RT,responseCode
71,nsg:5,11,form,,,"<h1>Noah in Phando</h1>",,,,,1,1,,,,radio,"How likely are people in Phando to <b>drink wine?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>drink wine?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>drink wine?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Phando,3,1,barefootPark,eatingBroccoli,drinkWine,experiment,drinkWine,single,,,,"day : 13; ",448878,"Somewhat_Somewhat_Very Much so",6795,3_3_4
147,nsg:5,24,form,,,"<h1>Noah in Krark</h1>",,,,,1,1,,,,radio,"How likely are people in Krark to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Krark,4,2,walkSwimsuit,wearSunglasses,pickingNose,experiment,walkSwimsuit,highTypeFreq,,,,"day : 13; ",532264,"Somewhat_Somewhat_Not at all",12862,3_3_1
148,nsg:5,24,form,,,"<h1>Noah in Krark</h1>",,,,,1,1,,,,radio,"How likely are people in Krark to <b>wear sunglasses?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Krark,4,2,walkSwimsuit,wearSunglasses,pickingNose,experiment,wearSunglasses,lowTypeFreq,,,,"day : 13; ",539747,"Somewhat_Somewhat_Very Much so",6968,3_3_4
149,nsg:5,24,form,,,"<h1>Noah in Krark</h1>",,,,,1,1,,,,radio,"How likely are people in Krark to <b>pick their nose?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Krark,4,2,walkSwimsuit,wearSunglasses,pickingNose,experiment,pickingNose,single,,,,"day : 13; ",545499,"Not really_Not really_Not really",5235,2_2_2
135,nsg:5,22,form,,,"<h1>Noah in Elder</h1>",,,,,1,1,,,,radio,"How likely are people in Elder to <b>pantomime?</b>;Would <i><b>people in Elder</b></i> consider it morally acceptable to <b>pantomime?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pantomime?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Elder,2,2,Pantomime,workBike,dressedMascot,experiment,Pantomime,highTypeFreq,,,,"day : 13; ",629006,"Not really_Not really_Somewhat",12996,2_2_3
136,nsg:5,22,form,,,"<h1>Noah in Elder</h1>",,,,,1,1,,,,radio,"How likely are people in Elder to <b>bike to work?</b>;Would <i><b>people in Elder</b></i> consider it morally acceptable to <b>bike to work?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>bike to work?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Elder,2,2,Pantomime,workBike,dressedMascot,experiment,workBike,lowTypeFreq,,,,"day : 13; ",635126,"Somewhat_Somewhat_Very Much so",5606,3_3_4
137,nsg:5,22,form,,,"<h1>Noah in Elder</h1>",,,,,1,1,,,,radio,"How likely are people in Elder to <b>dress as a mascot?</b>;Would <i><b>people in Elder</b></i> consider it morally acceptable to <b>dress as a mascot?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>dress as a mascot?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Elder,2,2,Pantomime,workBike,dressedMascot,experiment,dressedMascot,single,,,,"day : 13; ",641875,"Not really_Not really_Somewhat",6231,2_2_3
75,nsg:5,12,form,,,"<h1>Noah in Pirsea</h1>",,,,,1,1,,,,radio,"How likely are people in Pirsea to <b>pick their nose?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Pirsea,4,1,pickingNose,walkSwimsuit,wearSunglasses,experiment,pickingNose,highTypeFreq,,,,"day : 13; ",720686,"Somewhat_Somewhat_Not really",8248,3_3_2
76,nsg:5,12,form,,,"<h1>Noah in Pirsea</h1>",,,,,1,1,,,,radio,"How likely are people in Pirsea to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Pirsea,4,1,pickingNose,walkSwimsuit,wearSunglasses,experiment,walkSwimsuit,lowTypeFreq,,,,"day : 13; ",729797,"Not really_Somewhat_Not at all",8597,2_3_1
77,nsg:5,12,form,,,"<h1>Noah in Pirsea</h1>",,,,,1,1,,,,radio,"How likely are people in Pirsea to <b>wear sunglasses?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Pirsea,4,1,pickingNose,walkSwimsuit,wearSunglasses,experiment,wearSunglasses,single,,,,"day : 13; ",735436,"Somewhat_Somewhat_Very Much so",5125,3_3_4
207,nsg:5,34,form,,,"<h1>Noah in Yooley</h1>",,,,,1,1,,,,radio,"How likely are people in Yooley to <b>bike to work?</b>;Would <i><b>people in Yooley</b></i> consider it morally acceptable to <b>bike to work?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>bike to work?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Yooley,2,3,workBike,dressedMascot,Pantomime,experiment,workBike,highTypeFreq,,,,"day : 13; ",812045,"Somewhat_Very Much so_Very Much so",6067,3_4_4
208,nsg:5,34,form,,,"<h1>Noah in Yooley</h1>",,,,,1,1,,,,radio,"How likely are people in Yooley to <b>dress as a mascot?</b>;Would <i><b>people in Yooley</b></i> consider it morally acceptable to <b>dress as a mascot?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>dress as a mascot?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Yooley,2,3,workBike,dressedMascot,Pantomime,experiment,dressedMascot,lowTypeFreq,,,,"day : 13; ",817487,Somewhat_Somewhat_Somewhat,4928,3_3_3
209,nsg:5,34,form,,,"<h1>Noah in Yooley</h1>",,,,,1,1,,,,radio,"How likely are people in Yooley to <b>pantomime?</b>;Would <i><b>people in Yooley</b></i> consider it morally acceptable to <b>pantomime?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pantomime?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Yooley,2,3,workBike,dressedMascot,Pantomime,experiment,Pantomime,single,,,,"day : 13; ",823564,Somewhat_Somewhat_Somewhat,5565,3_3_3
141,nsg:5,23,form,,,"<h1>Noah in Ozmendir</h1>",,,,,1,1,,,,radio,"How likely are people in Ozmendir to <b>eat raw broccoli?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Ozmendir,3,2,eatingBroccoli,drinkWine,barefootPark,experiment,eatingBroccoli,highTypeFreq,,,,"day : 13; ",903957,Somewhat_Somewhat_Somewhat,9864,3_3_3
142,nsg:5,23,form,,,"<h1>Noah in Ozmendir</h1>",,,,,1,1,,,,radio,"How likely are people in Ozmendir to <b>drink wine?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>drink wine?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>drink wine?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Ozmendir,3,2,eatingBroccoli,drinkWine,barefootPark,experiment,drinkWine,lowTypeFreq,,,,"day : 13; ",908012,"Somewhat_Somewhat_Very Much so",3537,3_3_4
143,nsg:5,23,form,,,"<h1>Noah in Ozmendir</h1>",,,,,1,1,,,,radio,"How likely are people in Ozmendir to <b>walk barefoot on the street?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Ozmendir,3,2,eatingBroccoli,drinkWine,barefootPark,experiment,barefootPark,single,,,,"day : 13; ",912899,"Not really_Not really_Not at all",4374,2_2_1
63,nsg:5,10,form,,,"<h1>Noah in Qrosa</h1>",,,,,1,1,,,,radio,"How likely are people in Qrosa to <b>dress as a mascot?</b>;Would <i><b>people in Qrosa</b></i> consider it morally acceptable to <b>dress as a mascot?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>dress as a mascot?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Qrosa,2,1,dressedMascot,Pantomime,workBike,experiment,dressedMascot,highTypeFreq,,,,"day : 13; ",991870,"Somewhat_Somewhat_Very Much so",8465,3_3_4
64,nsg:5,10,form,,,"<h1>Noah in Qrosa</h1>",,,,,1,1,,,,radio,"How likely are people in Qrosa to <b>pantomime?</b>;Would <i><b>people in Qrosa</b></i> consider it morally acceptable to <b>pantomime?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pantomime?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Qrosa,2,1,dressedMascot,Pantomime,workBike,experiment,Pantomime,lowTypeFreq,,,,"day : 13; ",995289,"Not really_Not really_Not really",2907,2_2_2
65,nsg:5,10,form,,,"<h1>Noah in Qrosa</h1>",,,,,1,1,,,,radio,"How likely are people in Qrosa to <b>bike to work?</b>;Would <i><b>people in Qrosa</b></i> consider it morally acceptable to <b>bike to work?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>bike to work?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Qrosa,2,1,dressedMascot,Pantomime,workBike,experiment,workBike,single,,,,"day : 13; ",999109,"Somewhat_Somewhat_Very Much so",3308,3_3_4
201,nsg:5,33,form,,,"<h1>Noah in Aserad</h1>",,,,,1,1,,,,radio,"How likely are people in Aserad to <b>run alongside cars?</b>;Would <i><b>people in Aserad</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Aserad,1,3,runCars,doingAcrobatics,walkingCat,experiment,runCars,highTypeFreq,,,,"day : 13; ",1079766,"Not really_Not really_Not at all",10135,2_2_1
202,nsg:5,33,form,,,"<h1>Noah in Aserad</h1>",,,,,1,1,,,,radio,"How likely are people in Aserad to <b>do kurafi?</b>;Would <i><b>people in Aserad</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Aserad,1,3,runCars,doingAcrobatics,walkingCat,experiment,doingAcrobatics,lowTypeFreq,,,,"day : 13; ",1084068,Somewhat_Somewhat_Somewhat,3789,3_3_3
203,nsg:5,33,form,,,"<h1>Noah in Aserad</h1>",,,,,1,1,,,,radio,"How likely are people in Aserad to <b>walk their pet cats on the street?</b>;Would <i><b>people in Aserad</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Aserad,1,3,runCars,doingAcrobatics,walkingCat,experiment,walkingCat,single,,,,"day : 13; ",1088396,"Not really_Not really_Not really",3814,2_2_2
129,nsg:5,21,form,,,"<h1>Noah in Slesa</h1>",,,,,1,1,,,,radio,"How likely are people in Slesa to <b>walk their pet cats on the street?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Slesa,1,2,walkingCat,runCars,doingAcrobatics,experiment,walkingCat,highTypeFreq,,,,"day : 13; ",1164400,"Not really_Not really_Not really",5452,2_2_2
130,nsg:5,21,form,,,"<h1>Noah in Slesa</h1>",,,,,1,1,,,,radio,"How likely are people in Slesa to <b>run alongside cars?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Slesa,1,2,walkingCat,runCars,doingAcrobatics,experiment,runCars,lowTypeFreq,,,,"day : 13; ",1168145,"Not really_Not really_Not really",3233,2_2_2
131,nsg:5,21,form,,,"<h1>Noah in Slesa</h1>",,,,,1,1,,,,radio,"How likely are people in Slesa to <b>do kurafi?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Slesa,1,2,walkingCat,runCars,doingAcrobatics,experiment,doingAcrobatics,single,,,,"day : 13; ",1173468,Somewhat_Somewhat_Somewhat,4810,3_3_3
439,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">It's not wise to tell your secrets.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism1,FALSE,"day : 13; ",1181785,Agree,4464,4
440,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to use clever manipulation to get my way.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism2,FALSE,"day : 13; ",1185693,"Neither agree nor disagree",3398,3
441,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Whatever it takes, you must get the important people on your side.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism3,FALSE,"day : 13; ",1188805,"Neither agree nor disagree",2602,3
442,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Avoid direct conflict with others because they may be useful in the future.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism4,FALSE,"day : 13; ",1191417,Agree,2102,4
443,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">It's wise to keep track of information that you can use against people later.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism5,FALSE,"day : 13; ",1194593,"Neither agree nor disagree",2667,3
444,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">You should wait for the right time to get back at people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism6,FALSE,"day : 13; ",1197904,Agree,2801,4
445,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">There are things you should hide from other people to preserve your reputation.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism7,FALSE,"day : 13; ",1200900,Agree,2482,4
446,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Make sure your plans benefit yourself, not others.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism8,FALSE,"day : 13; ",1204181,Agree,2770,4
447,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Most people can be manipulated.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism9,FALSE,"day : 13; ",1206153,Agree,1463,4
448,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">People see me as a natural leader.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism1,FALSE,"day : 13; ",1208906,"Neither agree nor disagree",2245,3
449,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I hate being the center of attention.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism2,TRUE,"day : 13; ",1213182,"Neither agree nor disagree",3765,3
450,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Many group activities tend to be dull without me.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism3,FALSE,"day : 13; ",1216460,"Neither agree nor disagree",2768,3
451,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I know that I am special because everyone keeps telling me so.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism4,FALSE,"day : 13; ",1218965,Disagree,1995,2
452,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to get acquainted with important people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism5,FALSE,"day : 13; ",1222006,"Neither agree nor disagree",2531,3
453,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I feel embarrassed if someone compliments me.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism6,TRUE,"day : 13; ",1224541,"Neither agree nor disagree",2026,3
454,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I have been compared to famous people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism7,FALSE,"day : 13; ",1226852,Disagree,1801,2
455,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I am an average person.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism8,TRUE,"day : 13; ",1228848,Agree,1487,4
456,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I insist on getting the respect I deserve.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism9,FALSE,"day : 13; ",1230965,"Neither agree nor disagree",1606,3
457,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to get revenge on authorities.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy1,FALSE,"day : 13; ",1233655,Agree,2179,4
458,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I avoid dangerous situations.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy2,TRUE,"day : 13; ",1236290,"Neither agree nor disagree",2121,3
459,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Payback needs to be quick and nasty.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy3,FALSE,"day : 13; ",1240354,Disagree,3553,2
