subjectGroup,GMT_timestamp,local_timestamp,trial_file_version,link,age,gender,tallies,duration_s
5,2022-12-25_13:01:36,2022-12-25_13:01:36,2022-12-21_12:02:10,https://www.testable.org/experiment/2286/994749/start?sona_id=1df37b54458b6954ca2344c9688b86f10a0382f2,18,woman,"day : 13; ",1398.996
rowNo,subjectGroup,randomBlock,type,stim1,stimFormat,head,body,button1,button2,button3,pageBreak,required,if,then,feedback,responseType,responseRows,responseOptions,myGenderSubjectGroup,myFaceGender,myValence,myPlaceName,mySet,myAssignmentCondition,myHighTypeFreqAction,myLowTypeFreqAction,mySingletonAction,myPhase,myQueriedAction,myQueriedActionStatus,mySD3subScale,mySD3itemID,mySD3reversed,tallies,timestamp,response,RT,responseCode
208,nsg:5,34,form,,,"<h1>Noah in Yooley</h1>",,,,,1,1,,,,radio,"How likely are people in Yooley to <b>dress as a mascot?</b>;Would <i><b>people in Yooley</b></i> consider it morally acceptable to <b>dress as a mascot?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>dress as a mascot?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Yooley,2,3,workBike,dressedMascot,Pantomime,experiment,dressedMascot,lowTypeFreq,,,,"day : 13; ",653222,"Very Much so_Very Much so_Very Much so",10832,4_4_4
209,nsg:5,34,form,,,"<h1>Noah in Yooley</h1>",,,,,1,1,,,,radio,"How likely are people in Yooley to <b>pantomime?</b>;Would <i><b>people in Yooley</b></i> consider it morally acceptable to <b>pantomime?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pantomime?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Yooley,2,3,workBike,dressedMascot,Pantomime,experiment,Pantomime,single,,,,"day : 13; ",662406,"Not really_Not really_Somewhat",8584,2_2_3
69,nsg:5,11,form,,,"<h1>Noah in Phando</h1>",,,,,1,1,,,,radio,"How likely are people in Phando to <b>walk barefoot on the street?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Phando,3,1,barefootPark,eatingBroccoli,drinkWine,experiment,barefootPark,highTypeFreq,,,,"day : 13; ",740504,"Very Much so_Very Much so_Not at all",7423,4_4_1
70,nsg:5,11,form,,,"<h1>Noah in Phando</h1>",,,,,1,1,,,,radio,"How likely are people in Phando to <b>eat raw broccoli?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Phando,3,1,barefootPark,eatingBroccoli,drinkWine,experiment,eatingBroccoli,lowTypeFreq,,,,"day : 13; ",753462,"Somewhat_Somewhat_Very Much so",12322,3_3_4
71,nsg:5,11,form,,,"<h1>Noah in Phando</h1>",,,,,1,1,,,,radio,"How likely are people in Phando to <b>drink wine?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>drink wine?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>drink wine?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Phando,3,1,barefootPark,eatingBroccoli,drinkWine,experiment,drinkWine,single,,,,"day : 13; ",762915,"Not really_Not really_Not at all",8811,2_2_1
63,nsg:5,10,form,,,"<h1>Noah in Qrosa</h1>",,,,,1,1,,,,radio,"How likely are people in Qrosa to <b>dress as a mascot?</b>;Would <i><b>people in Qrosa</b></i> consider it morally acceptable to <b>dress as a mascot?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>dress as a mascot?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Qrosa,2,1,dressedMascot,Pantomime,workBike,experiment,dressedMascot,highTypeFreq,,,,"day : 13; ",840144,"Very Much so_Very Much so_Somewhat",6703,4_4_3
64,nsg:5,10,form,,,"<h1>Noah in Qrosa</h1>",,,,,1,1,,,,radio,"How likely are people in Qrosa to <b>pantomime?</b>;Would <i><b>people in Qrosa</b></i> consider it morally acceptable to <b>pantomime?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pantomime?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Qrosa,2,1,dressedMascot,Pantomime,workBike,experiment,Pantomime,lowTypeFreq,,,,"day : 13; ",846380,Somewhat_Somewhat_Somewhat,5566,3_3_3
65,nsg:5,10,form,,,"<h1>Noah in Qrosa</h1>",,,,,1,1,,,,radio,"How likely are people in Qrosa to <b>bike to work?</b>;Would <i><b>people in Qrosa</b></i> consider it morally acceptable to <b>bike to work?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>bike to work?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Qrosa,2,1,dressedMascot,Pantomime,workBike,experiment,workBike,single,,,,"day : 13; ",854095,"Not really_Somewhat_Very Much so",7046,2_3_4
219,nsg:5,36,form,,,"<h1>Noah in Qrita</h1>",,,,,1,1,,,,radio,"How likely are people in Qrita to <b>wear sunglasses?</b>;Would <i><b>people in Qrita</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Qrita,4,3,wearSunglasses,pickingNose,walkSwimsuit,experiment,wearSunglasses,highTypeFreq,,,,"day : 13; ",931397,"Very Much so_Very Much so_Very Much so",6727,4_4_4
220,nsg:5,36,form,,,"<h1>Noah in Qrita</h1>",,,,,1,1,,,,radio,"How likely are people in Qrita to <b>pick their nose?</b>;Would <i><b>people in Qrita</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Qrita,4,3,wearSunglasses,pickingNose,walkSwimsuit,experiment,pickingNose,lowTypeFreq,,,,"day : 13; ",937497,"Very Much so_Very Much so_Not at all",5399,4_4_1
221,nsg:5,36,form,,,"<h1>Noah in Qrita</h1>",,,,,1,1,,,,radio,"How likely are people in Qrita to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Qrita</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Qrita,4,3,wearSunglasses,pickingNose,walkSwimsuit,experiment,walkSwimsuit,single,,,,"day : 13; ",948996,"Not really_Not really_Not at all",10781,2_2_1
57,nsg:5,9,form,,,"<h1>Noah in Caco</h1>",,,,,1,1,,,,radio,"How likely are people in Caco to <b>do kurafi?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Caco,1,1,doingAcrobatics,walkingCat,runCars,experiment,doingAcrobatics,highTypeFreq,,,,"day : 13; ",1058444,"Very Much so_Very Much so_Somewhat",38824,4_4_3
58,nsg:5,9,form,,,"<h1>Noah in Caco</h1>",,,,,1,1,,,,radio,"How likely are people in Caco to <b>walk their pet cats on the street?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Caco,1,1,doingAcrobatics,walkingCat,runCars,experiment,walkingCat,lowTypeFreq,,,,"day : 13; ",1064882,"Very Much so_Very Much so_Very Much so",5584,4_4_4
59,nsg:5,9,form,,,"<h1>Noah in Caco</h1>",,,,,1,1,,,,radio,"How likely are people in Caco to <b>run alongside cars?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Caco,1,1,doingAcrobatics,walkingCat,runCars,experiment,runCars,single,,,,"day : 13; ",1070846,"Somewhat_Somewhat_Not at all",5363,3_3_1
147,nsg:5,24,form,,,"<h1>Noah in Krark</h1>",,,,,1,1,,,,radio,"How likely are people in Krark to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Krark,4,2,walkSwimsuit,wearSunglasses,pickingNose,experiment,walkSwimsuit,highTypeFreq,,,,"day : 13; ",1148067,"Very Much so_Very Much so_Not at all",6535,4_4_1
148,nsg:5,24,form,,,"<h1>Noah in Krark</h1>",,,,,1,1,,,,radio,"How likely are people in Krark to <b>wear sunglasses?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Krark,4,2,walkSwimsuit,wearSunglasses,pickingNose,experiment,wearSunglasses,lowTypeFreq,,,,"day : 13; ",1154668,"Somewhat_Somewhat_Very Much so",6006,3_3_4
149,nsg:5,24,form,,,"<h1>Noah in Krark</h1>",,,,,1,1,,,,radio,"How likely are people in Krark to <b>pick their nose?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,neutral,Krark,4,2,walkSwimsuit,wearSunglasses,pickingNose,experiment,pickingNose,single,,,,"day : 13; ",1161598,"Not really_Not really_Not at all",6312,2_2_1
201,nsg:5,33,form,,,"<h1>Noah in Aserad</h1>",,,,,1,1,,,,radio,"How likely are people in Aserad to <b>run alongside cars?</b>;Would <i><b>people in Aserad</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Aserad,1,3,runCars,doingAcrobatics,walkingCat,experiment,runCars,highTypeFreq,,,,"day : 13; ",1238726,"Somewhat_Somewhat_Not at all",6617,3_3_1
202,nsg:5,33,form,,,"<h1>Noah in Aserad</h1>",,,,,1,1,,,,radio,"How likely are people in Aserad to <b>do kurafi?</b>;Would <i><b>people in Aserad</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Aserad,1,3,runCars,doingAcrobatics,walkingCat,experiment,doingAcrobatics,lowTypeFreq,,,,"day : 13; ",1245136,"Very Much so_Very Much so_Not at all",5750,4_4_1
203,nsg:5,33,form,,,"<h1>Noah in Aserad</h1>",,,,,1,1,,,,radio,"How likely are people in Aserad to <b>walk their pet cats on the street?</b>;Would <i><b>people in Aserad</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,neutral,Aserad,1,3,runCars,doingAcrobatics,walkingCat,experiment,walkingCat,single,,,,"day : 13; ",1251480,"Somewhat_Somewhat_Very Much so",5687,3_3_4
439,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">It's not wise to tell your secrets.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism1,FALSE,"day : 13; ",1260256,"Neither agree nor disagree",4785,3
440,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to use clever manipulation to get my way.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism2,FALSE,"day : 13; ",1267341,"Neither agree nor disagree",6451,3
441,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Whatever it takes, you must get the important people on your side.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism3,FALSE,"day : 13; ",1274153,Agree,6260,4
442,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Avoid direct conflict with others because they may be useful in the future.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism4,FALSE,"day : 13; ",1279085,Agree,4370,4
443,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">It's wise to keep track of information that you can use against people later.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism5,FALSE,"day : 13; ",1288875,Disagree,9219,2
444,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">You should wait for the right time to get back at people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism6,FALSE,"day : 13; ",1293646,"Neither agree nor disagree",4185,3
445,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">There are things you should hide from other people to preserve your reputation.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism7,FALSE,"day : 13; ",1299776,"Agree strongly",5536,5
446,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Make sure your plans benefit yourself, not others.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism8,FALSE,"day : 13; ",1308420,Agree,8051,4
447,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Most people can be manipulated.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism9,FALSE,"day : 13; ",1312606,Agree,3573,4
448,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">People see me as a natural leader.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism1,FALSE,"day : 13; ",1318164,"Neither agree nor disagree",4931,3
449,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I hate being the center of attention.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism2,TRUE,"day : 13; ",1322327,"Agree strongly",3610,5
450,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Many group activities tend to be dull without me.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism3,FALSE,"day : 13; ",1328339,"Neither agree nor disagree",5451,3
451,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I know that I am special because everyone keeps telling me so.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism4,FALSE,"day : 13; ",1333801,Agree,4893,4
452,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to get acquainted with important people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism5,FALSE,"day : 13; ",1337945,Agree,3567,4
453,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I feel embarrassed if someone compliments me.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism6,TRUE,"day : 13; ",1341778,Agree,3260,4
454,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I have been compared to famous people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism7,FALSE,"day : 13; ",1346480,"Neither agree nor disagree",4125,3
455,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I am an average person.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism8,TRUE,"day : 13; ",1350317,Agree,3238,4
456,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I insist on getting the respect I deserve.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism9,FALSE,"day : 13; ",1354647,"Agree strongly",3734,5
457,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to get revenge on authorities.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy1,FALSE,"day : 13; ",1358990,Disagree,3737,2
458,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I avoid dangerous situations.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy2,TRUE,"day : 13; ",1363442,Agree,3903,4
459,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Payback needs to be quick and nasty.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy3,FALSE,"day : 13; ",1369654,"Disagree strongly",5655,1
