subjectGroup,GMT_timestamp,local_timestamp,trial_file_version,link,age,gender,tallies,duration_s
6,2023-01-12_12:50:26,2023-01-12_13:50:26,2022-12-21_12:02:10,https://www.testable.org/experiment/2286/994749/start?sona_id=9700ebe361cf7e9234fb63feb16ff6067d201a8a,18,woman,"day : 13; ",1441.151
rowNo,subjectGroup,randomBlock,type,stim1,stimFormat,head,body,button1,button2,button3,pageBreak,required,if,then,feedback,responseType,responseRows,responseOptions,myGenderSubjectGroup,myFaceGender,myValence,myPlaceName,mySet,myAssignmentCondition,myHighTypeFreqAction,myLowTypeFreqAction,mySingletonAction,myPhase,myQueriedAction,myQueriedActionStatus,mySD3subScale,mySD3itemID,mySD3reversed,tallies,timestamp,response,RT,responseCode
285,nsg:6,47,form,,,"<h1>Noah in Phando</h1>",,,,,1,1,,,,radio,"How likely are people in Phando to <b>walk barefoot on the street?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Phando,3,1,barefootPark,eatingBroccoli,drinkWine,experiment,barefootPark,highTypeFreq,,,,"day : 13; ",475794,"Somewhat_Somewhat_Not at all",10137,3_3_1
286,nsg:6,47,form,,,"<h1>Noah in Phando</h1>",,,,,1,1,,,,radio,"How likely are people in Phando to <b>eat raw broccoli?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Phando,3,1,barefootPark,eatingBroccoli,drinkWine,experiment,eatingBroccoli,lowTypeFreq,,,,"day : 13; ",481752,"Somewhat_Somewhat_Not really",5447,3_3_2
287,nsg:6,47,form,,,"<h1>Noah in Phando</h1>",,,,,1,1,,,,radio,"How likely are people in Phando to <b>drink wine?</b>;Would <i><b>people in Phando</b></i> consider it morally acceptable to <b>drink wine?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>drink wine?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Phando,3,1,barefootPark,eatingBroccoli,drinkWine,experiment,drinkWine,single,,,,"day : 13; ",485858,"Somewhat_Somewhat_Very Much so",3592,3_3_4
345,nsg:6,57,form,,,"<h1>Noah in Slesa</h1>",,,,,1,1,,,,radio,"How likely are people in Slesa to <b>walk their pet cats on the street?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Slesa,1,2,walkingCat,runCars,doingAcrobatics,experiment,walkingCat,highTypeFreq,,,,"day : 13; ",629098,"Somewhat_Somewhat_Not really",72762,3_3_2
346,nsg:6,57,form,,,"<h1>Noah in Slesa</h1>",,,,,1,1,,,,radio,"How likely are people in Slesa to <b>run alongside cars?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Slesa,1,2,walkingCat,runCars,doingAcrobatics,experiment,runCars,lowTypeFreq,,,,"day : 13; ",642926,"Somewhat_Not really_Not at all",13306,3_2_1
347,nsg:6,57,form,,,"<h1>Noah in Slesa</h1>",,,,,1,1,,,,radio,"How likely are people in Slesa to <b>do kurafi?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Slesa,1,2,walkingCat,runCars,doingAcrobatics,experiment,doingAcrobatics,single,,,,"day : 13; ",653468,"Not really_Not really_Not really",10021,2_2_2
291,nsg:6,48,form,,,"<h1>Noah in Pirsea</h1>",,,,,1,1,,,,radio,"How likely are people in Pirsea to <b>pick their nose?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Pirsea,4,1,pickingNose,walkSwimsuit,wearSunglasses,experiment,pickingNose,highTypeFreq,,,,"day : 13; ",745538,"Somewhat_Somewhat_Not really",21578,3_3_2
292,nsg:6,48,form,,,"<h1>Noah in Pirsea</h1>",,,,,1,1,,,,radio,"How likely are people in Pirsea to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Pirsea,4,1,pickingNose,walkSwimsuit,wearSunglasses,experiment,walkSwimsuit,lowTypeFreq,,,,"day : 13; ",750669,"Somewhat_Somewhat_Not really",4616,3_3_2
293,nsg:6,48,form,,,"<h1>Noah in Pirsea</h1>",,,,,1,1,,,,radio,"How likely are people in Pirsea to <b>wear sunglasses?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Pirsea,4,1,pickingNose,walkSwimsuit,wearSunglasses,experiment,wearSunglasses,single,,,,"day : 13; ",755490,"Very Much so_Very Much so_Very Much so",4307,4_4_4
423,nsg:6,70,form,,,"<h1>Noah in Yooley</h1>",,,,,1,1,,,,radio,"How likely are people in Yooley to <b>bike to work?</b>;Would <i><b>people in Yooley</b></i> consider it morally acceptable to <b>bike to work?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>bike to work?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Yooley,2,3,workBike,dressedMascot,Pantomime,experiment,workBike,highTypeFreq,,,,"day : 13; ",830636,"Somewhat_Very Much so_Very Much so",4644,3_4_4
424,nsg:6,70,form,,,"<h1>Noah in Yooley</h1>",,,,,1,1,,,,radio,"How likely are people in Yooley to <b>dress as a mascot?</b>;Would <i><b>people in Yooley</b></i> consider it morally acceptable to <b>dress as a mascot?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>dress as a mascot?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Yooley,2,3,workBike,dressedMascot,Pantomime,experiment,dressedMascot,lowTypeFreq,,,,"day : 13; ",836758,"Not really_Not really_Not really",5606,2_2_2
425,nsg:6,70,form,,,"<h1>Noah in Yooley</h1>",,,,,1,1,,,,radio,"How likely are people in Yooley to <b>pantomime?</b>;Would <i><b>people in Yooley</b></i> consider it morally acceptable to <b>pantomime?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pantomime?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Yooley,2,3,workBike,dressedMascot,Pantomime,experiment,Pantomime,single,,,,"day : 13; ",841796,"Not at all_Not at all_Not at all",4523,1_1_1
273,nsg:6,45,form,,,"<h1>Noah in Caco</h1>",,,,,1,1,,,,radio,"How likely are people in Caco to <b>do kurafi?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Caco,1,1,doingAcrobatics,walkingCat,runCars,experiment,doingAcrobatics,highTypeFreq,,,,"day : 13; ",918306,"Somewhat_Somewhat_Not really",6037,3_3_2
274,nsg:6,45,form,,,"<h1>Noah in Caco</h1>",,,,,1,1,,,,radio,"How likely are people in Caco to <b>walk their pet cats on the street?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Caco,1,1,doingAcrobatics,walkingCat,runCars,experiment,walkingCat,lowTypeFreq,,,,"day : 13; ",923464,"Somewhat_Somewhat_Not really",4633,3_3_2
275,nsg:6,45,form,,,"<h1>Noah in Caco</h1>",,,,,1,1,,,,radio,"How likely are people in Caco to <b>run alongside cars?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Caco,1,1,doingAcrobatics,walkingCat,runCars,experiment,runCars,single,,,,"day : 13; ",928021,"Not at all_Not at all_Not at all",4022,1_1_1
279,nsg:6,46,form,,,"<h1>Noah in Qrosa</h1>",,,,,1,1,,,,radio,"How likely are people in Qrosa to <b>dress as a mascot?</b>;Would <i><b>people in Qrosa</b></i> consider it morally acceptable to <b>dress as a mascot?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>dress as a mascot?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Qrosa,2,1,dressedMascot,Pantomime,workBike,experiment,dressedMascot,highTypeFreq,,,,"day : 13; ",1004156,"Not really_Not really_Not really",5634,2_2_2
280,nsg:6,46,form,,,"<h1>Noah in Qrosa</h1>",,,,,1,1,,,,radio,"How likely are people in Qrosa to <b>pantomime?</b>;Would <i><b>people in Qrosa</b></i> consider it morally acceptable to <b>pantomime?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pantomime?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Qrosa,2,1,dressedMascot,Pantomime,workBike,experiment,Pantomime,lowTypeFreq,,,,"day : 13; ",1008978,"Not really_Not really_Not at all",4303,2_2_1
281,nsg:6,46,form,,,"<h1>Noah in Qrosa</h1>",,,,,1,1,,,,radio,"How likely are people in Qrosa to <b>bike to work?</b>;Would <i><b>people in Qrosa</b></i> consider it morally acceptable to <b>bike to work?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>bike to work?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Qrosa,2,1,dressedMascot,Pantomime,workBike,experiment,workBike,single,,,,"day : 13; ",1013597,"Very Much so_Very Much so_Very Much so",4097,4_4_4
435,nsg:6,72,form,,,"<h1>Noah in Qrita</h1>",,,,,1,1,,,,radio,"How likely are people in Qrita to <b>wear sunglasses?</b>;Would <i><b>people in Qrita</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Qrita,4,3,wearSunglasses,pickingNose,walkSwimsuit,experiment,wearSunglasses,highTypeFreq,,,,"day : 13; ",1104206,"Somewhat_Very Much so_Very Much so",20118,3_4_4
436,nsg:6,72,form,,,"<h1>Noah in Qrita</h1>",,,,,1,1,,,,radio,"How likely are people in Qrita to <b>pick their nose?</b>;Would <i><b>people in Qrita</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Qrita,4,3,wearSunglasses,pickingNose,walkSwimsuit,experiment,pickingNose,lowTypeFreq,,,,"day : 13; ",1108995,"Somewhat_Not really_Not really",4253,3_2_2
437,nsg:6,72,form,,,"<h1>Noah in Qrita</h1>",,,,,1,1,,,,radio,"How likely are people in Qrita to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Qrita</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Qrita,4,3,wearSunglasses,pickingNose,walkSwimsuit,experiment,walkSwimsuit,single,,,,"day : 13; ",1112658,"Not at all_Not at all_Not at all",3146,1_1_1
417,nsg:6,69,form,,,"<h1>Noah in Aserad</h1>",,,,,1,1,,,,radio,"How likely are people in Aserad to <b>run alongside cars?</b>;Would <i><b>people in Aserad</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Aserad,1,3,runCars,doingAcrobatics,walkingCat,experiment,runCars,highTypeFreq,,,,"day : 13; ",1187490,"Somewhat_Somewhat_Not really",4354,3_3_2
418,nsg:6,69,form,,,"<h1>Noah in Aserad</h1>",,,,,1,1,,,,radio,"How likely are people in Aserad to <b>do kurafi?</b>;Would <i><b>people in Aserad</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Aserad,1,3,runCars,doingAcrobatics,walkingCat,experiment,doingAcrobatics,lowTypeFreq,,,,"day : 13; ",1191544,"Not really_Not really_Not really",3527,2_2_2
419,nsg:6,69,form,,,"<h1>Noah in Aserad</h1>",,,,,1,1,,,,radio,"How likely are people in Aserad to <b>walk their pet cats on the street?</b>;Would <i><b>people in Aserad</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Aserad,1,3,runCars,doingAcrobatics,walkingCat,experiment,walkingCat,single,,,,"day : 13; ",1195369,"Not really_Not really_Not really",3301,2_2_2
429,nsg:6,71,form,,,"<h1>Noah in Kurk</h1>",,,,,1,1,,,,radio,"How likely are people in Kurk to <b>drink wine?</b>;Would <i><b>people in Kurk</b></i> consider it morally acceptable to <b>drink wine?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>drink wine?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Kurk,3,3,drinkWine,barefootPark,eatingBroccoli,experiment,drinkWine,highTypeFreq,,,,"day : 13; ",1288609,"Very Much so_Very Much so_Very Much so",12129,4_4_4
430,nsg:6,71,form,,,"<h1>Noah in Kurk</h1>",,,,,1,1,,,,radio,"How likely are people in Kurk to <b>walk barefoot on the street?</b>;Would <i><b>people in Kurk</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Kurk,3,3,drinkWine,barefootPark,eatingBroccoli,experiment,barefootPark,lowTypeFreq,,,,"day : 13; ",1293380,"Not really_Not at all_Not at all",4260,2_1_1
431,nsg:6,71,form,,,"<h1>Noah in Kurk</h1>",,,,,1,1,,,,radio,"How likely are people in Kurk to <b>eat raw broccoli?</b>;Would <i><b>people in Kurk</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Kurk,3,3,drinkWine,barefootPark,eatingBroccoli,experiment,eatingBroccoli,single,,,,"day : 13; ",1296903,"Not at all_Not at all_Not at all",3005,1_1_1
439,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">It's not wise to tell your secrets.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism1,FALSE,"day : 13; ",1305708,Agree,4671,4
440,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to use clever manipulation to get my way.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism2,FALSE,"day : 13; ",1311778,Agree,5555,4
441,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Whatever it takes, you must get the important people on your side.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism3,FALSE,"day : 13; ",1318216,Agree,5926,4
442,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Avoid direct conflict with others because they may be useful in the future.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism4,FALSE,"day : 13; ",1323696,Disagree,4970,2
443,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">It's wise to keep track of information that you can use against people later.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism5,FALSE,"day : 13; ",1329086,"Neither agree nor disagree",4873,3
444,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">You should wait for the right time to get back at people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism6,FALSE,"day : 13; ",1338265,Agree,8666,4
445,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">There are things you should hide from other people to preserve your reputation.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism7,FALSE,"day : 13; ",1345174,"Neither agree nor disagree",6393,3
446,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Make sure your plans benefit yourself, not others.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism8,FALSE,"day : 13; ",1351741,Disagree,6052,2
447,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Most people can be manipulated.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism9,FALSE,"day : 13; ",1355324,"Neither agree nor disagree",3072,3
448,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">People see me as a natural leader.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism1,FALSE,"day : 13; ",1359894,Agree,4058,4
449,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I hate being the center of attention.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism2,TRUE,"day : 13; ",1364350,"Neither agree nor disagree",3947,3
450,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Many group activities tend to be dull without me.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism3,FALSE,"day : 13; ",1368545,Agree,3683,4
451,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I know that I am special because everyone keeps telling me so.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism4,FALSE,"day : 13; ",1373006,"Neither agree nor disagree",3942,3
452,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to get acquainted with important people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism5,FALSE,"day : 13; ",1376534,Agree,3013,4
453,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I feel embarrassed if someone compliments me.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism6,TRUE,"day : 13; ",1379082,Agree,2034,4
454,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I have been compared to famous people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism7,FALSE,"day : 13; ",1384772,Agree,5175,4
455,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I am an average person.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism8,TRUE,"day : 13; ",1388316,"Neither agree nor disagree",3025,3
456,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I insist on getting the respect I deserve.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism9,FALSE,"day : 13; ",1391767,Agree,2938,4
457,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to get revenge on authorities.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy1,FALSE,"day : 13; ",1395854,Disagree,3577,2
458,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I avoid dangerous situations.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy2,TRUE,"day : 13; ",1399950,Disagree,3585,2
459,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Payback needs to be quick and nasty.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy3,FALSE,"day : 13; ",1409463,Agree,9002,4
