subjectGroup,GMT_timestamp,local_timestamp,trial_file_version,link,age,gender,tallies,duration_s
1,2023-01-03_09:32:04,2023-01-03_09:32:04,2022-12-21_12:02:10,https://www.testable.org/experiment/2286/994749/start?sona_id=d90eb4d6f085871bcc9b1983f1ee94dbd33a051d,19,woman,"day : 13; ",1831.744
rowNo,subjectGroup,randomBlock,type,stim1,stimFormat,head,body,button1,button2,button3,pageBreak,required,if,then,feedback,responseType,responseRows,responseOptions,myGenderSubjectGroup,myFaceGender,myValence,myPlaceName,mySet,myAssignmentCondition,myHighTypeFreqAction,myLowTypeFreqAction,mySingletonAction,myPhase,myQueriedAction,myQueriedActionStatus,mySD3subScale,mySD3itemID,mySD3reversed,tallies,timestamp,response,RT,responseCode
87,nsg:1,14,form,,,"<h1>Noah in Lakebrook</h1>",,,,,1,1,,,,radio,"How likely are people in Lakebrook to <b>make loud noises at the library?</b>;Would <i><b>people in Lakebrook</b></i> consider it morally acceptable to <b>make loud noises at the library?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>make loud noises at the library?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Lakebrook,2,2,loudNoise,litterCanal,disabledParking,experiment,loudNoise,highTypeFreq,,,,"day : 13; ",684000,"Very Much so_Not really_Not at all",22943,4_2_1
88,nsg:1,14,form,,,"<h1>Noah in Lakebrook</h1>",,,,,1,1,,,,radio,"How likely are people in Lakebrook to <b>litter in canals?</b>;Would <i><b>people in Lakebrook</b></i> consider it morally acceptable to <b>litter in canals?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>litter in canals?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Lakebrook,2,2,loudNoise,litterCanal,disabledParking,experiment,litterCanal,lowTypeFreq,,,,"day : 13; ",691722,"Not really_Not really_Not at all",7197,2_2_1
89,nsg:1,14,form,,,"<h1>Noah in Lakebrook</h1>",,,,,1,1,,,,radio,"How likely are people in Lakebrook to <b>park in priority disabled parking spaces?</b>;Would <i><b>people in Lakebrook</b></i> consider it morally acceptable to <b>park in disabled parking spaces?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>park in priority disabled parking spaces?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Lakebrook,2,2,loudNoise,litterCanal,disabledParking,experiment,disabledParking,single,,,,"day : 13; ",701275,"Not really_Not really_Not at all",9031,2_2_1
165,nsg:1,27,form,,,"<h1>Noah in Cluakpus</h1>",,,,,1,1,,,,radio,"How likely are people in Cluakpus to <b>smoke marijuana?</b>;Would <i><b>people in Cluakpus</b></i> consider it morally acceptable to <b>smoke marijuana?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>smoke marijuana?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,bad,Cluakpus,3,3,smokingMarijuana,skipQueue,punchOfficer,experiment,smokingMarijuana,highTypeFreq,,,,"day : 13; ",791777,"Very Much so_Somewhat_Not really",19872,4_3_2
166,nsg:1,27,form,,,"<h1>Noah in Cluakpus</h1>",,,,,1,1,,,,radio,"How likely are people in Cluakpus to <b>skip queues?</b>;Would <i><b>people in Cluakpus</b></i> consider it morally acceptable to <b>skip queues?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>skip queues?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,bad,Cluakpus,3,3,smokingMarijuana,skipQueue,punchOfficer,experiment,skipQueue,lowTypeFreq,,,,"day : 13; ",801545,"Not really_Not really_Not at all",9245,2_2_1
167,nsg:1,27,form,,,"<h1>Noah in Cluakpus</h1>",,,,,1,1,,,,radio,"How likely are people in Cluakpus to <b>punch police officers?</b>;Would <i><b>people in Cluakpus</b></i> consider it morally acceptable to <b>punch police officers?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>punch police officers?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,bad,Cluakpus,3,3,smokingMarijuana,skipQueue,punchOfficer,experiment,punchOfficer,single,,,,"day : 13; ",817145,"Somewhat_Somewhat_Not really",15075,3_3_2
153,nsg:1,25,form,,,"<h1>Noah in Faylight</h1>",,,,,1,1,,,,radio,"How likely are people in Faylight to <b>gossip badly?</b>;Would <i><b>people in Faylight</b></i> consider it morally acceptable to <b>gossip badly?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>gossip badly?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Faylight,1,3,Gossiping,passLight,shoutDriver,experiment,Gossiping,highTypeFreq,,,,"day : 13; ",901797,"Very Much so_Somewhat_Not really",14077,4_3_2
154,nsg:1,25,form,,,"<h1>Noah in Faylight</h1>",,,,,1,1,,,,radio,"How likely are people in Faylight to <b>cycle past red lights?</b>;Would <i><b>people in Faylight</b></i> consider it morally acceptable to <b>cycle past red lights?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>cycle past red lights?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Faylight,1,3,Gossiping,passLight,shoutDriver,experiment,passLight,lowTypeFreq,,,,"day : 13; ",921365,"Not really_Not really_Not at all",19046,2_2_1
155,nsg:1,25,form,,,"<h1>Noah in Faylight</h1>",,,,,1,1,,,,radio,"How likely are people in Faylight to <b>shout at other drivers?</b>;Would <i><b>people in Faylight</b></i> consider it morally acceptable to <b>shout at other drivers?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>shout at other drivers?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Faylight,1,3,Gossiping,passLight,shoutDriver,experiment,shoutDriver,single,,,,"day : 13; ",930930,"Somewhat_Somewhat_Not at all",9041,3_3_1
99,nsg:1,16,form,,,"<h1>Noah in Freezington</h1>",,,,,1,1,,,,radio,"How likely are people in Freezington to <b>pillage corn from a field?</b>;Would <i><b>people in Freezington</b></i> consider it morally acceptable to <b>pillage corn from a field?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pillage corn from a field?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,bad,Freezington,4,2,pillageCorn,packageTheft,avoidFare,experiment,pillageCorn,highTypeFreq,,,,"day : 13; ",1017291,"Very Much so_Somewhat_Not at all",15736,4_3_1
100,nsg:1,16,form,,,"<h1>Noah in Freezington</h1>",,,,,1,1,,,,radio,"How likely are people in Freezington to <b>steal packages from a doorstep?</b>;Would <i><b>people in Freezington</b></i> consider it morally acceptable to <b>steal packages from a doorstep?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>steal a package from a doorstep?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,bad,Freezington,4,2,pillageCorn,packageTheft,avoidFare,experiment,packageTheft,lowTypeFreq,,,,"day : 13; ",1025830,"Not really_Not really_Not at all",8017,2_2_1
101,nsg:1,16,form,,,"<h1>Noah in Freezington</h1>",,,,,1,1,,,,radio,"How likely are people in Freezington to <b>avoid paying tube fares by jumping over a gate?</b>;Would <i><b>people in Freezington</b></i> consider it morally acceptable to <b>avoid paying tube fares by jumping over a gate?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>avoid paying tube fares by jumping over a gate?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,bad,Freezington,4,2,pillageCorn,packageTheft,avoidFare,experiment,avoidFare,single,,,,"day : 13; ",1038064,"Not really_Not really_Not at all",11708,2_2_1
81,nsg:1,13,form,,,"<h1>Noah in Glistinir</h1>",,,,,1,1,,,,radio,"How likely are people in Glistinir to <b>shout at other drivers?</b>;Would <i><b>people in Glistinir</b></i> consider it morally acceptable to <b>shout at other drivers?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>shout at other drivers?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Glistinir,1,2,shoutDriver,Gossiping,passLight,experiment,shoutDriver,highTypeFreq,,,,"day : 13; ",1120774,"Somewhat_Somewhat_Not really",12072,3_3_2
82,nsg:1,13,form,,,"<h1>Noah in Glistinir</h1>",,,,,1,1,,,,radio,"How likely are people in Glistinir to <b>gossip badly?</b>;Would <i><b>people in Glistinir</b></i> consider it morally acceptable to <b>gossip badly?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>gossip badly?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Glistinir,1,2,shoutDriver,Gossiping,passLight,experiment,Gossiping,lowTypeFreq,,,,"day : 13; ",1128809,"Not really_Not really_Not really",7514,2_2_2
83,nsg:1,13,form,,,"<h1>Noah in Glistinir</h1>",,,,,1,1,,,,radio,"How likely are people in Glistinir to <b>cycle past red lights?</b>;Would <i><b>people in Glistinir</b></i> consider it morally acceptable to <b>cycle past red lights?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>cycle past red lights?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Glistinir,1,2,shoutDriver,Gossiping,passLight,experiment,passLight,single,,,,"day : 13; ",1142122,"Not really_Not really_Not at all",12791,2_2_1
15,nsg:1,2,form,,,"<h1>Noah in Marjy</h1>",,,,,1,1,,,,radio,"How likely are people in Marjy to <b>park in priority disabled parking spaces?</b>;Would <i><b>people in Marjy</b></i> consider it morally acceptable to <b>park in disabled parking spaces?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>park in priority disabled parking spaces?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Marjy,2,1,disabledParking,loudNoise,litterCanal,experiment,disabledParking,highTypeFreq,,,,"day : 13; ",1223946,"Very Much so_Somewhat_Not at all",11193,4_3_1
16,nsg:1,2,form,,,"<h1>Noah in Marjy</h1>",,,,,1,1,,,,radio,"How likely are people in Marjy to <b>make loud noises at the library?</b>;Would <i><b>people in Marjy</b></i> consider it morally acceptable to <b>make loud noises at the library?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>make loud noises at the library?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Marjy,2,1,disabledParking,loudNoise,litterCanal,experiment,loudNoise,lowTypeFreq,,,,"day : 13; ",1242226,"Not really_Not really_Not really",17754,2_2_2
17,nsg:1,2,form,,,"<h1>Noah in Marjy</h1>",,,,,1,1,,,,radio,"How likely are people in Marjy to <b>litter in canals?</b>;Would <i><b>people in Marjy</b></i> consider it morally acceptable to <b>litter in canals?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>litter in canals?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Marjy,2,1,disabledParking,loudNoise,litterCanal,experiment,litterCanal,single,,,,"day : 13; ",1252580,"Not really_Not at all_Not at all",9831,2_1_1
9,nsg:1,1,form,,,"<h1>Noah in Sephy</h1>",,,,,1,1,,,,radio,"How likely are people in Sephy to <b>cycle past red lights?</b>;Would <i><b>people in Sephy</b></i> consider it morally acceptable to <b>cycle past red lights?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>cycle past red lights?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Sephy,1,1,passLight,shoutDriver,Gossiping,experiment,passLight,highTypeFreq,,,,"day : 13; ",1334502,"Very Much so_Somewhat_Not at all",11479,4_3_1
10,nsg:1,1,form,,,"<h1>Noah in Sephy</h1>",,,,,1,1,,,,radio,"How likely are people in Sephy to <b>shout at other drivers?</b>;Would <i><b>people in Sephy</b></i> consider it morally acceptable to <b>shout at other drivers?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>shout at other drivers?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Sephy,1,1,passLight,shoutDriver,Gossiping,experiment,shoutDriver,lowTypeFreq,,,,"day : 13; ",1345833,"Not really_Not at all_Not at all",10807,2_1_1
11,nsg:1,1,form,,,"<h1>Noah in Sephy</h1>",,,,,1,1,,,,radio,"How likely are people in Sephy to <b>gossip badly?</b>;Would <i><b>people in Sephy</b></i> consider it morally acceptable to <b>gossip badly?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>gossip badly?</b>","Not at all;Not really;Somewhat;Very Much so",1,male,bad,Sephy,1,1,passLight,shoutDriver,Gossiping,experiment,Gossiping,single,,,,"day : 13; ",1361328,"Not really_Not really_Not really",14967,2_2_2
27,nsg:1,4,form,,,"<h1>Noah in Newdale</h1>",,,,,1,1,,,,radio,"How likely are people in Newdale to <b>avoid paying tube fares by jumping over a gate?</b>;Would <i><b>people in Newdale</b></i> consider it morally acceptable to <b>avoid paying tube fares by jumping over a gate?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>avoid paying tube fares by jumping over a gate?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,bad,Newdale,4,1,avoidFare,pillageCorn,packageTheft,experiment,avoidFare,highTypeFreq,,,,"day : 13; ",1441292,"Very Much so_Somewhat_Not at all",9504,4_3_1
28,nsg:1,4,form,,,"<h1>Noah in Newdale</h1>",,,,,1,1,,,,radio,"How likely are people in Newdale to <b>pillage corn from a field?</b>;Would <i><b>people in Newdale</b></i> consider it morally acceptable to <b>pillage corn from a field?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pillage corn from a field?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,bad,Newdale,4,1,avoidFare,pillageCorn,packageTheft,experiment,pillageCorn,lowTypeFreq,,,,"day : 13; ",1461809,"Not really_Not really_Not at all",19996,2_2_1
29,nsg:1,4,form,,,"<h1>Noah in Newdale</h1>",,,,,1,1,,,,radio,"How likely are people in Newdale to <b>steal packages from a doorstep?</b>;Would <i><b>people in Newdale</b></i> consider it morally acceptable to <b>steal packages from a doorstep?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>steal a package from a doorstep?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,bad,Newdale,4,1,avoidFare,pillageCorn,packageTheft,experiment,packageTheft,single,,,,"day : 13; ",1470634,"Not really_Not really_Not at all",8303,2_2_1
21,nsg:1,3,form,,,"<h1>Noah in Quai</h1>",,,,,1,1,,,,radio,"How likely are people in Quai to <b>skip queues?</b>;Would <i><b>people in Quai</b></i> consider it morally acceptable to <b>skip queues?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>skip queues?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,bad,Quai,3,1,skipQueue,punchOfficer,smokingMarijuana,experiment,skipQueue,highTypeFreq,,,,"day : 13; ",1548801,"Very Much so_Somewhat_Not at all",7705,4_3_1
22,nsg:1,3,form,,,"<h1>Noah in Quai</h1>",,,,,1,1,,,,radio,"How likely are people in Quai to <b>punch police officers?</b>;Would <i><b>people in Quai</b></i> consider it morally acceptable to <b>punch police officers?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>punch police officers?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,bad,Quai,3,1,skipQueue,punchOfficer,smokingMarijuana,experiment,punchOfficer,lowTypeFreq,,,,"day : 13; ",1557069,"Not really_Not really_Not really",7743,2_2_2
23,nsg:1,3,form,,,"<h1>Noah in Quai</h1>",,,,,1,1,,,,radio,"How likely are people in Quai to <b>smoke marijuana?</b>;Would <i><b>people in Quai</b></i> consider it morally acceptable to <b>smoke marijuana?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>smoke marijuana?</b>","Not at all;Not really;Somewhat;Very Much so",1,female,bad,Quai,3,1,skipQueue,punchOfficer,smokingMarijuana,experiment,smokingMarijuana,single,,,,"day : 13; ",1562519,"Not really_Not really_Not really",4925,2_2_2
439,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">It's not wise to tell your secrets.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism1,FALSE,"day : 13; ",1580431,Agree,9009,4
440,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to use clever manipulation to get my way.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism2,FALSE,"day : 13; ",1589014,Disagree,8068,2
441,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Whatever it takes, you must get the important people on your side.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism3,FALSE,"day : 13; ",1601927,Disagree,12398,2
442,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Avoid direct conflict with others because they may be useful in the future.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism4,FALSE,"day : 13; ",1615645,Disagree,13201,2
443,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">It's wise to keep track of information that you can use against people later.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism5,FALSE,"day : 13; ",1625107,"Neither agree nor disagree",8947,3
444,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">You should wait for the right time to get back at people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism6,FALSE,"day : 13; ",1632616,"Neither agree nor disagree",6991,3
445,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">There are things you should hide from other people to preserve your reputation.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism7,FALSE,"day : 13; ",1644408,Agree,11274,4
446,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Make sure your plans benefit yourself, not others.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism8,FALSE,"day : 13; ",1660358,Disagree,15433,2
447,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Most people can be manipulated.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism9,FALSE,"day : 13; ",1667655,"Agree strongly",6781,5
448,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">People see me as a natural leader.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism1,FALSE,"day : 13; ",1674059,"Neither agree nor disagree",5888,3
449,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I hate being the center of attention.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism2,TRUE,"day : 13; ",1681503,"Agree strongly",6928,5
450,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Many group activities tend to be dull without me.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism3,FALSE,"day : 13; ",1690634,"Neither agree nor disagree",8614,3
451,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I know that I am special because everyone keeps telling me so.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism4,FALSE,"day : 13; ",1699243,"Neither agree nor disagree",8091,3
452,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to get acquainted with important people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism5,FALSE,"day : 13; ",1706632,"Neither agree nor disagree",6872,3
453,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I feel embarrassed if someone compliments me.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism6,TRUE,"day : 13; ",1713565,"Neither agree nor disagree",6418,3
454,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I have been compared to famous people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism7,FALSE,"day : 13; ",1719334,Agree,5250,4
455,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I am an average person.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism8,TRUE,"day : 13; ",1728599,Disagree,8748,2
456,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I insist on getting the respect I deserve.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism9,FALSE,"day : 13; ",1735336,"Neither agree nor disagree",6221,3
457,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to get revenge on authorities.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy1,FALSE,"day : 13; ",1743454,"Neither agree nor disagree",7600,3
458,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I avoid dangerous situations.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy2,TRUE,"day : 13; ",1748092,Agree,4121,4
