subjectGroup,GMT_timestamp,local_timestamp,trial_file_version,link,age,gender,tallies,duration_s
6,2022-12-24_19:17:01,2022-12-24_19:17:01,2022-12-21_12:02:10,https://www.testable.org/experiment/2286/994749/start?sona_id=0eb9be1eabfb01970f1e7b5bd0a0feefce0c3fde,19,woman,"day : 13; ",1380.717
rowNo,subjectGroup,randomBlock,type,stim1,stimFormat,head,body,button1,button2,button3,pageBreak,required,if,then,feedback,responseType,responseRows,responseOptions,myGenderSubjectGroup,myFaceGender,myValence,myPlaceName,mySet,myAssignmentCondition,myHighTypeFreqAction,myLowTypeFreqAction,mySingletonAction,myPhase,myQueriedAction,myQueriedActionStatus,mySD3subScale,mySD3itemID,mySD3reversed,tallies,timestamp,response,RT,responseCode
430,nsg:6,71,form,,,"<h1>Noah in Kurk</h1>",,,,,1,1,,,,radio,"How likely are people in Kurk to <b>walk barefoot on the street?</b>;Would <i><b>people in Kurk</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Kurk,3,3,drinkWine,barefootPark,eatingBroccoli,experiment,barefootPark,lowTypeFreq,,,,"day : 13; ",717146,"Not really_Not really_Not at all",6011,2_2_1
431,nsg:6,71,form,,,"<h1>Noah in Kurk</h1>",,,,,1,1,,,,radio,"How likely are people in Kurk to <b>eat raw broccoli?</b>;Would <i><b>people in Kurk</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Kurk,3,3,drinkWine,barefootPark,eatingBroccoli,experiment,eatingBroccoli,single,,,,"day : 13; ",723783,"Not really_Not really_Not really",6082,2_2_2
357,nsg:6,59,form,,,"<h1>Noah in Ozmendir</h1>",,,,,1,1,,,,radio,"How likely are people in Ozmendir to <b>eat raw broccoli?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Ozmendir,3,2,eatingBroccoli,drinkWine,barefootPark,experiment,eatingBroccoli,highTypeFreq,,,,"day : 13; ",804800,"Very Much so_Very Much so_Not really",10415,4_4_2
358,nsg:6,59,form,,,"<h1>Noah in Ozmendir</h1>",,,,,1,1,,,,radio,"How likely are people in Ozmendir to <b>drink wine?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>drink wine?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>drink wine?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Ozmendir,3,2,eatingBroccoli,drinkWine,barefootPark,experiment,drinkWine,lowTypeFreq,,,,"day : 13; ",811088,"Not really_Not really_Very Much so",5695,2_2_4
359,nsg:6,59,form,,,"<h1>Noah in Ozmendir</h1>",,,,,1,1,,,,radio,"How likely are people in Ozmendir to <b>walk barefoot on the street?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Ozmendir,3,2,eatingBroccoli,drinkWine,barefootPark,experiment,barefootPark,single,,,,"day : 13; ",817664,"Not really_Not really_Not at all",5973,2_2_1
345,nsg:6,57,form,,,"<h1>Noah in Slesa</h1>",,,,,1,1,,,,radio,"How likely are people in Slesa to <b>walk their pet cats on the street?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Slesa,1,2,walkingCat,runCars,doingAcrobatics,experiment,walkingCat,highTypeFreq,,,,"day : 13; ",902821,"Very Much so_Very Much so_Very Much so",14494,4_4_4
346,nsg:6,57,form,,,"<h1>Noah in Slesa</h1>",,,,,1,1,,,,radio,"How likely are people in Slesa to <b>run alongside cars?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Slesa,1,2,walkingCat,runCars,doingAcrobatics,experiment,runCars,lowTypeFreq,,,,"day : 13; ",962558,"Not really_Not really_Not at all",59191,2_2_1
347,nsg:6,57,form,,,"<h1>Noah in Slesa</h1>",,,,,1,1,,,,radio,"How likely are people in Slesa to <b>do kurafi?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Slesa,1,2,walkingCat,runCars,doingAcrobatics,experiment,doingAcrobatics,single,,,,"day : 13; ",985121,"Not really_Not really_Somewhat",21957,2_2_3
273,nsg:6,45,form,,,"<h1>Noah in Caco</h1>",,,,,1,1,,,,radio,"How likely are people in Caco to <b>do kurafi?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Caco,1,1,doingAcrobatics,walkingCat,runCars,experiment,doingAcrobatics,highTypeFreq,,,,"day : 13; ",1061428,"Very Much so_Very Much so_Somewhat",5638,4_4_3
274,nsg:6,45,form,,,"<h1>Noah in Caco</h1>",,,,,1,1,,,,radio,"How likely are people in Caco to <b>walk their pet cats on the street?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Caco,1,1,doingAcrobatics,walkingCat,runCars,experiment,walkingCat,lowTypeFreq,,,,"day : 13; ",1067751,"Not really_Not really_Very Much so",5782,2_2_4
275,nsg:6,45,form,,,"<h1>Noah in Caco</h1>",,,,,1,1,,,,radio,"How likely are people in Caco to <b>run alongside cars?</b>;Would <i><b>people in Caco</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Caco,1,1,doingAcrobatics,walkingCat,runCars,experiment,runCars,single,,,,"day : 13; ",1072968,"Not really_Not really_Not at all",4664,2_2_1
423,nsg:6,70,form,,,"<h1>Noah in Yooley</h1>",,,,,1,1,,,,radio,"How likely are people in Yooley to <b>bike to work?</b>;Would <i><b>people in Yooley</b></i> consider it morally acceptable to <b>bike to work?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>bike to work?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Yooley,2,3,workBike,dressedMascot,Pantomime,experiment,workBike,highTypeFreq,,,,"day : 13; ",1150901,"Not really_Not really_Very Much so",7335,2_2_4
424,nsg:6,70,form,,,"<h1>Noah in Yooley</h1>",,,,,1,1,,,,radio,"How likely are people in Yooley to <b>dress as a mascot?</b>;Would <i><b>people in Yooley</b></i> consider it morally acceptable to <b>dress as a mascot?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>dress as a mascot?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Yooley,2,3,workBike,dressedMascot,Pantomime,experiment,dressedMascot,lowTypeFreq,,,,"day : 13; ",1159089,"Not really_Not really_Somewhat",7612,2_2_3
425,nsg:6,70,form,,,"<h1>Noah in Yooley</h1>",,,,,1,1,,,,radio,"How likely are people in Yooley to <b>pantomime?</b>;Would <i><b>people in Yooley</b></i> consider it morally acceptable to <b>pantomime?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pantomime?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,neutral,Yooley,2,3,workBike,dressedMascot,Pantomime,experiment,Pantomime,single,,,,"day : 13; ",1164315,"Somewhat_Somewhat_Not really",4644,3_3_2
291,nsg:6,48,form,,,"<h1>Noah in Pirsea</h1>",,,,,1,1,,,,radio,"How likely are people in Pirsea to <b>pick their nose?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>pick their nose?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pick your nose?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Pirsea,4,1,pickingNose,walkSwimsuit,wearSunglasses,experiment,pickingNose,highTypeFreq,,,,"day : 13; ",1240521,"Very Much so_Very Much so_Not at all",5559,4_4_1
292,nsg:6,48,form,,,"<h1>Noah in Pirsea</h1>",,,,,1,1,,,,radio,"How likely are people in Pirsea to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Pirsea,4,1,pickingNose,walkSwimsuit,wearSunglasses,experiment,walkSwimsuit,lowTypeFreq,,,,"day : 13; ",1245337,"Not really_Not really_Somewhat",4273,2_2_3
293,nsg:6,48,form,,,"<h1>Noah in Pirsea</h1>",,,,,1,1,,,,radio,"How likely are people in Pirsea to <b>wear sunglasses?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,neutral,Pirsea,4,1,pickingNose,walkSwimsuit,wearSunglasses,experiment,wearSunglasses,single,,,,"day : 13; ",1250948,"Somewhat_Somewhat_Very Much so",5062,3_3_4
439,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">It's not wise to tell your secrets.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism1,FALSE,"day : 13; ",1258046,Agree,4131,4
440,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to use clever manipulation to get my way.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism2,FALSE,"day : 13; ",1262516,"Neither agree nor disagree",3927,3
441,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Whatever it takes, you must get the important people on your side.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism3,FALSE,"day : 13; ",1269420,Agree,6364,4
442,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Avoid direct conflict with others because they may be useful in the future.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism4,FALSE,"day : 13; ",1274595,Agree,4632,4
443,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">It's wise to keep track of information that you can use against people later.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism5,FALSE,"day : 13; ",1279403,Disagree,4280,2
444,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">You should wait for the right time to get back at people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism6,FALSE,"day : 13; ",1283116,Disagree,3186,2
445,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">There are things you should hide from other people to preserve your reputation.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism7,FALSE,"day : 13; ",1288197,Agree,4549,4
446,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Make sure your plans benefit yourself, not others.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism8,FALSE,"day : 13; ",1292088,Disagree,3358,2
447,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Most people can be manipulated.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Machiavellianism,Machiavellianism9,FALSE,"day : 13; ",1296589,Agree,3960,4
448,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">People see me as a natural leader.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism1,FALSE,"day : 13; ",1300206,Disagree,3078,2
449,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I hate being the center of attention.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism2,TRUE,"day : 13; ",1303691,"Agree strongly",2939,5
450,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Many group activities tend to be dull without me.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism3,FALSE,"day : 13; ",1307554,Agree,3318,4
451,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I know that I am special because everyone keeps telling me so.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism4,FALSE,"day : 13; ",1311732,Disagree,3634,2
452,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to get acquainted with important people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism5,FALSE,"day : 13; ",1316573,Agree,4312,4
453,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I feel embarrassed if someone compliments me.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism6,TRUE,"day : 13; ",1319786,Agree,2684,4
454,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I have been compared to famous people.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism7,FALSE,"day : 13; ",1323155,Disagree,2844,2
455,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I am an average person.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism8,TRUE,"day : 13; ",1325701,Agree,2011,4
456,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I insist on getting the respect I deserve.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Narcissism,Narcissism9,FALSE,"day : 13; ",1329179,Agree,2945,4
457,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I like to get revenge on authorities.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy1,FALSE,"day : 13; ",1332587,Disagree,2869,2
458,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">I avoid dangerous situations.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy2,TRUE,"day : 13; ",1335665,Agree,2539,4
459,,,form,,,"How much do you agree with this statement?","<p style=""font-size:x-large"">Payback needs to be quick and nasty.</p>",,,,1,1,,,,likert,,"Disagree strongly; Disagree; Neither agree nor disagree; Agree; Agree strongly",,,,,,,,,,SD3,,,Psychopathy,Psychopathy3,FALSE,"day : 13; ",1339029,Disagree,2818,2
